Rounds, Target AC, STR save, Winner 
8, 15, 8, Fenthras
1, 15, 9, Sky Sentinel
2, 15, 9, Sky Sentinel
3, 15, 9, Fenthras
4, 15, 9, Fenthras
5, 15, 9, Fenthras
6, 15, 9, Fenthras
7, 15, 9, Fenthras
8, 15, 9, Fenthras
1, 15, 10, Sky Sentinel
2, 15, 10, Sky Sentinel
3, 15, 10, Fenthras
4, 15, 10, Fenthras
5, 15, 10, Fenthras
6, 15, 10, Fenthras
7, 15, 10, Fenthras
8, 15, 10, Fenthras
1, 15, 11, Sky Sentinel
2, 15, 11, Sky Sentinel
3, 15, 11, Fenthras
4, 15, 11, Fenthras
5, 15, 11, Fenthras
6, 15, 11, Fenthras
7, 15, 11, Fenthras
8, 15, 11, Fenthras
1, 15, 12, Sky Sentinel
2, 15, 12, Sky Sentinel
3, 15, 12, Fenthras
4, 15, 12, Fenthras
5, 15, 12, Fenthras
6, 15, 12, Fenthras
7, 15, 12, Fenthras
8, 15, 12, Fenthras
1, 15, 13, Sky Sentinel
2, 15, 13, Sky Sentinel
3, 15, 13, Fenthras
4, 15, 13, Fenthras
5, 15, 13, Fenthras
6, 15, 13, Fenthras
7, 15, 13, Fenthras
8, 15, 13, Fenthras
1, 15, 14, Sky Sentinel
2, 15, 14, Sky Sentinel
3, 15, 14, Fenthras
4, 15, 14, Fenthras
5, 15, 14, Fenthras
6, 15, 14, Fenthras
7, 15, 14, Fenthras
8, 15, 14, Fenthras
1, 15, 15, Sky Sentinel
2, 15, 15, Sky Sentinel
3, 15, 15, Fenthras
4, 15, 15, Fenthras
5, 15, 15, Fenthras
6, 15, 15, Fenthras
7, 15, 15, Fenthras
8, 15, 15, Fenthras
1, 15, 16, Sky Sentinel
2, 15, 16, Sky Sentinel
3, 15, 16, Fenthras
4, 15, 16, Fenthras
5, 15, 16, Fenthras
6, 15, 16, Fenthras
7, 15, 16, Fenthras
8, 15, 16, Fenthras
1, 15, 17, Sky Sentinel
2, 15, 17, Sky Sentinel
3, 15, 17, Fenthras
4, 15, 17, Fenthras
5, 15, 17, Fenthras
6, 15, 17, Fenthras
7, 15, 17, Fenthras
8, 15, 17, Fenthras
1, 16, -5, Sky Sentinel
2, 16, -5, Sky Sentinel
3, 16, -5, Fenthras
4, 16, -5, Fenthras
5, 16, -5, Fenthras
6, 16, -5, Fenthras
7, 16, -5, Fenthras
8, 16, -5, Fenthras
1, 16, -4, Sky Sentinel
2, 16, -4, Sky Sentinel
3, 16, -4, Fenthras
4, 16, -4, Fenthras
5, 16, -4, Fenthras
6, 16, -4, Fenthras
7, 16, -4, Fenthras
8, 16, -4, Fenthras
1, 16, -3, Sky Sentinel
2, 16, -3, Sky Sentinel
3, 16, -3, Fenthras
4, 16, -3, Fenthras
5, 16, -3, Fenthras
6, 16, -3, Fenthras
7, 16, -3, Fenthras
8, 16, -3, Fenthras
1, 16, -2, Sky Sentinel
2, 16, -2, Sky Sentinel
3, 16, -2, Fenthras
4, 16, -2, Fenthras
5, 16, -2, Fenthras
6, 16, -2, Fenthras
7, 16, -2, Fenthras
8, 16, -2, Fenthras
1, 16, -1, Sky Sentinel
2, 16, -1, Sky Sentinel
3, 16, -1, Fenthras
4, 16, -1, Fenthras
5, 16, -1, Fenthras
6, 16, -1, Fenthras
7, 16, -1, Fenthras
8, 16, -1, Fenthras
1, 16, 0, Sky Sentinel
2, 16, 0, Sky Sentinel
3, 16, 0, Fenthras
4, 16, 0, Fenthras
5, 16, 0, Fenthras
6, 16, 0, Fenthras
7, 16, 0, Fenthras
8, 16, 0, Fenthras
1, 16, 1, Sky Sentinel
2, 16, 1, Sky Sentinel
3, 16, 1, Fenthras
4, 16, 1, Fenthras
5, 16, 1, Fenthras
6, 16, 1, Fenthras
7, 16, 1, Fenthras
8, 16, 1, Fenthras
1, 16, 2, Sky Sentinel
2, 16, 2, Sky Sentinel
3, 16, 2, Fenthras
4, 16, 2, Fenthras
5, 16, 2, Fenthras
6, 16, 2, Fenthras
7, 16, 2, Fenthras
8, 16, 2, Fenthras
1, 16, 3, Sky Sentinel
2, 16, 3, Sky Sentinel
3, 16, 3, Fenthras
4, 16, 3, Fenthras
5, 16, 3, Fenthras
6, 16, 3, Fenthras
7, 16, 3, Fenthras
8, 16, 3, Fenthras
1, 16, 4, Sky Sentinel
2, 16, 4, Sky Sentinel
3, 16, 4, Fenthras
4, 16, 4, Fenthras
5, 16, 4, Fenthras
6, 16, 4, Fenthras
7, 16, 4, Fenthras
8, 16, 4, Fenthras
1, 16, 5, Sky Sentinel
2, 16, 5, Sky Sentinel
3, 16, 5, Fenthras
4, 16, 5, Fenthras
5, 16, 5, Fenthras
6, 16, 5, Fenthras
7, 16, 5, Fenthras
8, 16, 5, Fenthras
1, 16, 6, Sky Sentinel
2, 16, 6, Sky Sentinel
3, 16, 6, Fenthras
4, 16, 6, Fenthras
5, 16, 6, Fenthras
6, 16, 6, Fenthras
7, 16, 6, Fenthras
8, 16, 6, Fenthras
1, 16, 7, Sky Sentinel
2, 16, 7, Sky Sentinel
3, 16, 7, Fenthras
4, 16, 7, Fenthras
5, 16, 7, Fenthras
6, 16, 7, Fenthras
7, 16, 7, Fenthras
8, 16, 7, Fenthras
1, 16, 8, Sky Sentinel
2, 16, 8, Sky Sentinel
3, 16, 8, Fenthras
4, 16, 8, Fenthras
5, 16, 8, Fenthras
6, 16, 8, Fenthras
7, 16, 8, Fenthras
8, 16, 8, Fenthras
1, 16, 9, Sky Sentinel
2, 16, 9, Sky Sentinel
3, 16, 9, Fenthras
4, 16, 9, Fenthras
5, 16, 9, Fenthras
6, 16, 9, Fenthras
7, 16, 9, Fenthras
8, 16, 9, Fenthras
1, 16, 10, Sky Sentinel
2, 16, 10, Sky Sentinel
3, 16, 10, Fenthras
4, 16, 10, Fenthras
5, 16, 10, Fenthras
6, 16, 10, Fenthras
7, 16, 10, Fenthras
8, 16, 10, Fenthras
1, 16, 11, Sky Sentinel
2, 16, 11, Sky Sentinel
3, 16, 11, Fenthras
4, 16, 11, Fenthras
5, 16, 11, Fenthras
6, 16, 11, Fenthras
7, 16, 11, Fenthras
8, 16, 11, Fenthras
1, 16, 12, Sky Sentinel
2, 16, 12, Sky Sentinel
3, 16, 12, Fenthras
4, 16, 12, Fenthras
5, 16, 12, Fenthras
6, 16, 12, Fenthras
7, 16, 12, Fenthras
8, 16, 12, Fenthras
1, 16, 13, Sky Sentinel
2, 16, 13, Sky Sentinel
3, 16, 13, Fenthras
4, 16, 13, Fenthras
5, 16, 13, Fenthras
6, 16, 13, Fenthras
7, 16, 13, Fenthras
8, 16, 13, Fenthras
1, 16, 14, Sky Sentinel
2, 16, 14, Sky Sentinel
3, 16, 14, Fenthras
4, 16, 14, Fenthras
5, 16, 14, Fenthras
6, 16, 14, Fenthras
7, 16, 14, Fenthras
8, 16, 14, Fenthras
1, 16, 15, Sky Sentinel
2, 16, 15, Sky Sentinel
3, 16, 15, Fenthras
4, 16, 15, Fenthras
5, 16, 15, Fenthras
6, 16, 15, Fenthras
7, 16, 15, Fenthras
8, 16, 15, Fenthras
1, 16, 16, Sky Sentinel
2, 16, 16, Sky Sentinel
3, 16, 16, Fenthras
4, 16, 16, Fenthras
5, 16, 16, Fenthras
6, 16, 16, Fenthras
7, 16, 16, Fenthras
8, 16, 16, Fenthras
1, 16, 17, Sky Sentinel
2, 16, 17, Sky Sentinel
3, 16, 17, Fenthras
4, 16, 17, Fenthras
5, 16, 17, Fenthras
6, 16, 17, Fenthras
7, 16, 17, Fenthras
8, 16, 17, Fenthras
1, 17, -5, Sky Sentinel
2, 17, -5, Fenthras
3, 17, -5, Fenthras
4, 17, -5, Fenthras
5, 17, -5, Fenthras
6, 17, -5, Fenthras
7, 17, -5, Fenthras
8, 17, -5, Fenthras
1, 17, -4, Sky Sentinel
2, 17, -4, Fenthras
3, 17, -4, Fenthras
4, 17, -4, Fenthras
5, 17, -4, Fenthras
6, 17, -4, Fenthras
7, 17, -4, Fenthras
8, 17, -4, Fenthras
1, 17, -3, Sky Sentinel
2, 17, -3, Fenthras
3, 17, -3, Fenthras
4, 17, -3, Fenthras
5, 17, -3, Fenthras
6, 17, -3, Fenthras
7, 17, -3, Fenthras
8, 17, -3, Fenthras
1, 17, -2, Sky Sentinel
2, 17, -2, Fenthras
3, 17, -2, Fenthras
4, 17, -2, Fenthras
5, 17, -2, Fenthras
6, 17, -2, Fenthras
7, 17, -2, Fenthras
8, 17, -2, Fenthras
1, 17, -1, Sky Sentinel
2, 17, -1, Fenthras
3, 17, -1, Fenthras
4, 17, -1, Fenthras
5, 17, -1, Fenthras
6, 17, -1, Fenthras
7, 17, -1, Fenthras
8, 17, -1, Fenthras
1, 17, 0, Sky Sentinel
2, 17, 0, Sky Sentinel
3, 17, 0, Fenthras
4, 17, 0, Fenthras
5, 17, 0, Fenthras
6, 17, 0, Fenthras
7, 17, 0, Fenthras
8, 17, 0, Fenthras
1, 17, 1, Sky Sentinel
2, 17, 1, Sky Sentinel
3, 17, 1, Fenthras
4, 17, 1, Fenthras
5, 17, 1, Fenthras
6, 17, 1, Fenthras
7, 17, 1, Fenthras
8, 17, 1, Fenthras
1, 17, 2, Sky Sentinel
2, 17, 2, Sky Sentinel
3, 17, 2, Fenthras
4, 17, 2, Fenthras
5, 17, 2, Fenthras
6, 17, 2, Fenthras
7, 17, 2, Fenthras
8, 17, 2, Fenthras
1, 17, 3, Sky Sentinel
2, 17, 3, Sky Sentinel
3, 17, 3, Fenthras
4, 17, 3, Fenthras
5, 17, 3, Fenthras
6, 17, 3, Fenthras
7, 17, 3, Fenthras
8, 17, 3, Fenthras
1, 17, 4, Sky Sentinel
2, 17, 4, Sky Sentinel
3, 17, 4, Fenthras
4, 17, 4, Fenthras
5, 17, 4, Fenthras
6, 17, 4, Fenthras
7, 17, 4, Fenthras
8, 17, 4, Fenthras
1, 17, 5, Sky Sentinel
2, 17, 5, Sky Sentinel
3, 17, 5, Fenthras
4, 17, 5, Fenthras
5, 17, 5, Fenthras
6, 17, 5, Fenthras
7, 17, 5, Fenthras
8, 17, 5, Fenthras
1, 17, 6, Sky Sentinel
2, 17, 6, Sky Sentinel
3, 17, 6, Fenthras
4, 17, 6, Fenthras
5, 17, 6, Fenthras
6, 17, 6, Fenthras
7, 17, 6, Fenthras
8, 17, 6, Fenthras
1, 17, 7, Sky Sentinel
2, 17, 7, Sky Sentinel
3, 17, 7, Fenthras
4, 17, 7, Fenthras
5, 17, 7, Fenthras
6, 17, 7, Fenthras
7, 17, 7, Fenthras
8, 17, 7, Fenthras
1, 17, 8, Sky Sentinel
2, 17, 8, Sky Sentinel
3, 17, 8, Fenthras
4, 17, 8, Fenthras
5, 17, 8, Fenthras
6, 17, 8, Fenthras
7, 17, 8, Fenthras
8, 17, 8, Fenthras
1, 17, 9, Sky Sentinel
2, 17, 9, Sky Sentinel
3, 17, 9, Fenthras
4, 17, 9, Fenthras
5, 17, 9, Fenthras
6, 17, 9, Fenthras
7, 17, 9, Fenthras
8, 17, 9, Fenthras
1, 17, 10, Sky Sentinel
2, 17, 10, Sky Sentinel
3, 17, 10, Fenthras
4, 17, 10, Fenthras
5, 17, 10, Fenthras
6, 17, 10, Fenthras
7, 17, 10, Fenthras
8, 17, 10, Fenthras
1, 17, 11, Sky Sentinel
2, 17, 11, Sky Sentinel
3, 17, 11, Fenthras
4, 17, 11, Fenthras
5, 17, 11, Fenthras
6, 17, 11, Fenthras
7, 17, 11, Fenthras
8, 17, 11, Fenthras
1, 17, 12, Sky Sentinel
2, 17, 12, Sky Sentinel
3, 17, 12, Fenthras
4, 17, 12, Fenthras
5, 17, 12, Fenthras
6, 17, 12, Fenthras
7, 17, 12, Fenthras
8, 17, 12, Fenthras
1, 17, 13, Sky Sentinel
2, 17, 13, Sky Sentinel
3, 17, 13, Fenthras
4, 17, 13, Fenthras
5, 17, 13, Fenthras
6, 17, 13, Fenthras
7, 17, 13, Fenthras
8, 17, 13, Fenthras
1, 17, 14, Sky Sentinel
2, 17, 14, Sky Sentinel
3, 17, 14, Fenthras
4, 17, 14, Fenthras
5, 17, 14, Fenthras
6, 17, 14, Fenthras
7, 17, 14, Fenthras
8, 17, 14, Fenthras
1, 17, 15, Sky Sentinel
2, 17, 15, Sky Sentinel
3, 17, 15, Fenthras
4, 17, 15, Fenthras
5, 17, 15, Fenthras
6, 17, 15, Fenthras
7, 17, 15, Fenthras
8, 17, 15, Fenthras
1, 17, 16, Sky Sentinel
2, 17, 16, Sky Sentinel
3, 17, 16, Fenthras
4, 17, 16, Fenthras
5, 17, 16, Fenthras
6, 17, 16, Fenthras
7, 17, 16, Fenthras
8, 17, 16, Fenthras
1, 17, 17, Sky Sentinel
2, 17, 17, Sky Sentinel
3, 17, 17, Fenthras
4, 17, 17, Fenthras
5, 17, 17, Fenthras
6, 17, 17, Fenthras
7, 17, 17, Fenthras
8, 17, 17, Fenthras
1, 18, -5, Sky Sentinel
2, 18, -5, Fenthras
3, 18, -5, Fenthras
4, 18, -5, Fenthras
5, 18, -5, Fenthras
6, 18, -5, Fenthras
7, 18, -5, Fenthras
8, 18, -5, Fenthras
1, 18, -4, Sky Sentinel
2, 18, -4, Fenthras
3, 18, -4, Fenthras
4, 18, -4, Fenthras
5, 18, -4, Fenthras
6, 18, -4, Fenthras
7, 18, -4, Fenthras
8, 18, -4, Fenthras
1, 18, -3, Sky Sentinel
2, 18, -3, Fenthras
3, 18, -3, Fenthras
4, 18, -3, Fenthras
5, 18, -3, Fenthras
6, 18, -3, Fenthras
7, 18, -3, Fenthras
8, 18, -3, Fenthras
1, 18, -2, Sky Sentinel
2, 18, -2, Fenthras
3, 18, -2, Fenthras
4, 18, -2, Fenthras
5, 18, -2, Fenthras
6, 18, -2, Fenthras
7, 18, -2, Fenthras
8, 18, -2, Fenthras
1, 18, -1, Sky Sentinel
2, 18, -1, Fenthras
3, 18, -1, Fenthras
4, 18, -1, Fenthras
5, 18, -1, Fenthras
6, 18, -1, Fenthras
7, 18, -1, Fenthras
8, 18, -1, Fenthras
1, 18, 0, Sky Sentinel
2, 18, 0, Fenthras
3, 18, 0, Fenthras
4, 18, 0, Fenthras
5, 18, 0, Fenthras
6, 18, 0, Fenthras
7, 18, 0, Fenthras
8, 18, 0, Fenthras
1, 18, 1, Sky Sentinel
2, 18, 1, Fenthras
3, 18, 1, Fenthras
4, 18, 1, Fenthras
5, 18, 1, Fenthras
6, 18, 1, Fenthras
7, 18, 1, Fenthras
8, 18, 1, Fenthras
1, 18, 2, Sky Sentinel
2, 18, 2, Fenthras
3, 18, 2, Fenthras
4, 18, 2, Fenthras
5, 18, 2, Fenthras
6, 18, 2, Fenthras
7, 18, 2, Fenthras
8, 18, 2, Fenthras
1, 18, 3, Sky Sentinel
2, 18, 3, Fenthras
3, 18, 3, Fenthras
4, 18, 3, Fenthras
5, 18, 3, Fenthras
6, 18, 3, Fenthras
7, 18, 3, Fenthras
8, 18, 3, Fenthras
1, 18, 4, Sky Sentinel
2, 18, 4, Fenthras
3, 18, 4, Fenthras
4, 18, 4, Fenthras
5, 18, 4, Fenthras
6, 18, 4, Fenthras
7, 18, 4, Fenthras
8, 18, 4, Fenthras
1, 18, 5, Sky Sentinel
2, 18, 5, Sky Sentinel
3, 18, 5, Fenthras
4, 18, 5, Fenthras
5, 18, 5, Fenthras
6, 18, 5, Fenthras
7, 18, 5, Fenthras
8, 18, 5, Fenthras
1, 18, 6, Sky Sentinel
2, 18, 6, Sky Sentinel
3, 18, 6, Fenthras
4, 18, 6, Fenthras
5, 18, 6, Fenthras
6, 18, 6, Fenthras
7, 18, 6, Fenthras
8, 18, 6, Fenthras
1, 18, 7, Sky Sentinel
2, 18, 7, Sky Sentinel
3, 18, 7, Fenthras
4, 18, 7, Fenthras
5, 18, 7, Fenthras
6, 18, 7, Fenthras
7, 18, 7, Fenthras
8, 18, 7, Fenthras
1, 18, 8, Sky Sentinel
2, 18, 8, Sky Sentinel
3, 18, 8, Fenthras
4, 18, 8, Fenthras
5, 18, 8, Fenthras
6, 18, 8, Fenthras
7, 18, 8, Fenthras
8, 18, 8, Fenthras
1, 18, 9, Sky Sentinel
2, 18, 9, Sky Sentinel
3, 18, 9, Fenthras
4, 18, 9, Fenthras
5, 18, 9, Fenthras
6, 18, 9, Fenthras
7, 18, 9, Fenthras
8, 18, 9, Fenthras
1, 18, 10, Sky Sentinel
2, 18, 10, Sky Sentinel
3, 18, 10, Fenthras
4, 18, 10, Fenthras
5, 18, 10, Fenthras
6, 18, 10, Fenthras
7, 18, 10, Fenthras
8, 18, 10, Fenthras
1, 18, 11, Sky Sentinel
2, 18, 11, Sky Sentinel
3, 18, 11, Fenthras
4, 18, 11, Fenthras
5, 18, 11, Fenthras
6, 18, 11, Fenthras
7, 18, 11, Fenthras
8, 18, 11, Fenthras
1, 18, 12, Sky Sentinel
2, 18, 12, Sky Sentinel
3, 18, 12, Fenthras
4, 18, 12, Fenthras
5, 18, 12, Fenthras
6, 18, 12, Fenthras
7, 18, 12, Fenthras
8, 18, 12, Fenthras
1, 18, 13, Sky Sentinel
2, 18, 13, Sky Sentinel
3, 18, 13, Fenthras
4, 18, 13, Fenthras
5, 18, 13, Fenthras
6, 18, 13, Fenthras
7, 18, 13, Fenthras
8, 18, 13, Fenthras
1, 18, 14, Sky Sentinel
2, 18, 14, Sky Sentinel
3, 18, 14, Fenthras
4, 18, 14, Fenthras
5, 18, 14, Fenthras
6, 18, 14, Fenthras
7, 18, 14, Fenthras
8, 18, 14, Fenthras
1, 18, 15, Sky Sentinel
2, 18, 15, Sky Sentinel
3, 18, 15, Fenthras
4, 18, 15, Fenthras
5, 18, 15, Fenthras
6, 18, 15, Fenthras
7, 18, 15, Fenthras
8, 18, 15, Fenthras
1, 18, 16, Sky Sentinel
2, 18, 16, Sky Sentinel
3, 18, 16, Fenthras
4, 18, 16, Fenthras
5, 18, 16, Fenthras
6, 18, 16, Fenthras
7, 18, 16, Fenthras
8, 18, 16, Fenthras
1, 18, 17, Sky Sentinel
2, 18, 17, Sky Sentinel
3, 18, 17, Fenthras
4, 18, 17, Fenthras
5, 18, 17, Fenthras
6, 18, 17, Fenthras
7, 18, 17, Fenthras
8, 18, 17, Fenthras
1, 19, -5, Sky Sentinel
2, 19, -5, Fenthras
3, 19, -5, Fenthras
4, 19, -5, Fenthras
5, 19, -5, Fenthras
6, 19, -5, Fenthras
7, 19, -5, Fenthras
8, 19, -5, Fenthras
1, 19, -4, Sky Sentinel
2, 19, -4, Fenthras
3, 19, -4, Fenthras
4, 19, -4, Fenthras
5, 19, -4, Fenthras
6, 19, -4, Fenthras
7, 19, -4, Fenthras
8, 19, -4, Fenthras
1, 19, -3, Sky Sentinel
2, 19, -3, Fenthras
3, 19, -3, Fenthras
4, 19, -3, Fenthras
5, 19, -3, Fenthras
6, 19, -3, Fenthras
7, 19, -3, Fenthras
8, 19, -3, Fenthras
1, 19, -2, Sky Sentinel
2, 19, -2, Fenthras
3, 19, -2, Fenthras
4, 19, -2, Fenthras
5, 19, -2, Fenthras
6, 19, -2, Fenthras
7, 19, -2, Fenthras
8, 19, -2, Fenthras
1, 19, -1, Sky Sentinel
2, 19, -1, Fenthras
3, 19, -1, Fenthras
4, 19, -1, Fenthras
5, 19, -1, Fenthras
6, 19, -1, Fenthras
7, 19, -1, Fenthras
8, 19, -1, Fenthras
1, 19, 0, Sky Sentinel
2, 19, 0, Fenthras
3, 19, 0, Fenthras
4, 19, 0, Fenthras
5, 19, 0, Fenthras
6, 19, 0, Fenthras
7, 19, 0, Fenthras
8, 19, 0, Fenthras
1, 19, 1, Sky Sentinel
2, 19, 1, Fenthras
3, 19, 1, Fenthras
4, 19, 1, Fenthras
5, 19, 1, Fenthras
6, 19, 1, Fenthras
7, 19, 1, Fenthras
8, 19, 1, Fenthras
1, 19, 2, Sky Sentinel
2, 19, 2, Fenthras
3, 19, 2, Fenthras
4, 19, 2, Fenthras
5, 19, 2, Fenthras
6, 19, 2, Fenthras
7, 19, 2, Fenthras
8, 19, 2, Fenthras
1, 19, 3, Sky Sentinel
2, 19, 3, Fenthras
3, 19, 3, Fenthras
4, 19, 3, Fenthras
5, 19, 3, Fenthras
6, 19, 3, Fenthras
7, 19, 3, Fenthras
8, 19, 3, Fenthras
1, 19, 4, Sky Sentinel
2, 19, 4, Fenthras
3, 19, 4, Fenthras
4, 19, 4, Fenthras
5, 19, 4, Fenthras
6, 19, 4, Fenthras
7, 19, 4, Fenthras
8, 19, 4, Fenthras
1, 19, 5, Sky Sentinel
2, 19, 5, Fenthras
3, 19, 5, Fenthras
4, 19, 5, Fenthras
5, 19, 5, Fenthras
6, 19, 5, Fenthras
7, 19, 5, Fenthras
8, 19, 5, Fenthras
1, 19, 6, Sky Sentinel
2, 19, 6, Fenthras
3, 19, 6, Fenthras
4, 19, 6, Fenthras
5, 19, 6, Fenthras
6, 19, 6, Fenthras
7, 19, 6, Fenthras
8, 19, 6, Fenthras
1, 19, 7, Sky Sentinel
2, 19, 7, Fenthras
3, 19, 7, Fenthras
4, 19, 7, Fenthras
5, 19, 7, Fenthras
6, 19, 7, Fenthras
7, 19, 7, Fenthras
8, 19, 7, Fenthras
1, 19, 8, Sky Sentinel
2, 19, 8, Sky Sentinel
3, 19, 8, Fenthras
4, 19, 8, Fenthras
5, 19, 8, Fenthras
6, 19, 8, Fenthras
7, 19, 8, Fenthras
8, 19, 8, Fenthras
1, 19, 9, Sky Sentinel
2, 19, 9, Sky Sentinel
3, 19, 9, Fenthras
4, 19, 9, Fenthras
5, 19, 9, Fenthras
6, 19, 9, Fenthras
7, 19, 9, Fenthras
8, 19, 9, Fenthras
1, 19, 10, Sky Sentinel
2, 19, 10, Sky Sentinel
3, 19, 10, Fenthras
4, 19, 10, Fenthras
5, 19, 10, Fenthras
6, 19, 10, Fenthras
7, 19, 10, Fenthras
8, 19, 10, Fenthras
1, 19, 11, Sky Sentinel
2, 19, 11, Sky Sentinel
3, 19, 11, Fenthras
4, 19, 11, Fenthras
5, 19, 11, Fenthras
6, 19, 11, Fenthras
7, 19, 11, Fenthras
8, 19, 11, Fenthras
1, 19, 12, Sky Sentinel
2, 19, 12, Sky Sentinel
3, 19, 12, Fenthras
4, 19, 12, Fenthras
5, 19, 12, Fenthras
6, 19, 12, Fenthras
7, 19, 12, Fenthras
8, 19, 12, Fenthras
1, 19, 13, Sky Sentinel
2, 19, 13, Sky Sentinel
3, 19, 13, Fenthras
4, 19, 13, Fenthras
5, 19, 13, Fenthras
6, 19, 13, Fenthras
7, 19, 13, Fenthras
8, 19, 13, Fenthras
1, 19, 14, Sky Sentinel
2, 19, 14, Sky Sentinel
3, 19, 14, Fenthras
4, 19, 14, Fenthras
5, 19, 14, Fenthras
6, 19, 14, Fenthras
7, 19, 14, Fenthras
8, 19, 14, Fenthras
1, 19, 15, Sky Sentinel
2, 19, 15, Sky Sentinel
3, 19, 15, Fenthras
4, 19, 15, Fenthras
5, 19, 15, Fenthras
6, 19, 15, Fenthras
7, 19, 15, Fenthras
8, 19, 15, Fenthras
1, 19, 16, Sky Sentinel
2, 19, 16, Sky Sentinel
3, 19, 16, Fenthras
4, 19, 16, Fenthras
5, 19, 16, Fenthras
6, 19, 16, Fenthras
7, 19, 16, Fenthras
8, 19, 16, Fenthras
1, 19, 17, Sky Sentinel
2, 19, 17, Sky Sentinel
3, 19, 17, Fenthras
4, 19, 17, Fenthras
5, 19, 17, Fenthras
6, 19, 17, Fenthras
7, 19, 17, Fenthras
8, 19, 17, Fenthras
1, 20, -5, Sky Sentinel
2, 20, -5, Fenthras
3, 20, -5, Fenthras
4, 20, -5, Fenthras
5, 20, -5, Fenthras
6, 20, -5, Fenthras
7, 20, -5, Fenthras
8, 20, -5, Fenthras
1, 20, -4, Sky Sentinel
2, 20, -4, Fenthras
3, 20, -4, Fenthras
4, 20, -4, Fenthras
5, 20, -4, Fenthras
6, 20, -4, Fenthras
7, 20, -4, Fenthras
8, 20, -4, Fenthras
1, 20, -3, Sky Sentinel
2, 20, -3, Fenthras
3, 20, -3, Fenthras
4, 20, -3, Fenthras
5, 20, -3, Fenthras
6, 20, -3, Fenthras
7, 20, -3, Fenthras
8, 20, -3, Fenthras
1, 20, -2, Sky Sentinel
2, 20, -2, Fenthras
3, 20, -2, Fenthras
4, 20, -2, Fenthras
5, 20, -2, Fenthras
6, 20, -2, Fenthras
7, 20, -2, Fenthras
8, 20, -2, Fenthras
1, 20, -1, Sky Sentinel
2, 20, -1, Fenthras
3, 20, -1, Fenthras
4, 20, -1, Fenthras
5, 20, -1, Fenthras
6, 20, -1, Fenthras
7, 20, -1, Fenthras
8, 20, -1, Fenthras
1, 20, 0, Sky Sentinel
2, 20, 0, Fenthras
3, 20, 0, Fenthras
4, 20, 0, Fenthras
5, 20, 0, Fenthras
6, 20, 0, Fenthras
7, 20, 0, Fenthras
8, 20, 0, Fenthras
1, 20, 1, Sky Sentinel
2, 20, 1, Fenthras
3, 20, 1, Fenthras
4, 20, 1, Fenthras
5, 20, 1, Fenthras
6, 20, 1, Fenthras
7, 20, 1, Fenthras
8, 20, 1, Fenthras
1, 20, 2, Sky Sentinel
2, 20, 2, Fenthras
3, 20, 2, Fenthras
4, 20, 2, Fenthras
5, 20, 2, Fenthras
6, 20, 2, Fenthras
7, 20, 2, Fenthras
8, 20, 2, Fenthras
1, 20, 3, Sky Sentinel
2, 20, 3, Fenthras
3, 20, 3, Fenthras
4, 20, 3, Fenthras
5, 20, 3, Fenthras
6, 20, 3, Fenthras
7, 20, 3, Fenthras
8, 20, 3, Fenthras
1, 20, 4, Sky Sentinel
2, 20, 4, Fenthras
3, 20, 4, Fenthras
4, 20, 4, Fenthras
5, 20, 4, Fenthras
6, 20, 4, Fenthras
7, 20, 4, Fenthras
8, 20, 4, Fenthras
1, 20, 5, Sky Sentinel
2, 20, 5, Fenthras
3, 20, 5, Fenthras
4, 20, 5, Fenthras
5, 20, 5, Fenthras
6, 20, 5, Fenthras
7, 20, 5, Fenthras
8, 20, 5, Fenthras
1, 20, 6, Sky Sentinel
2, 20, 6, Fenthras
3, 20, 6, Fenthras
4, 20, 6, Fenthras
5, 20, 6, Fenthras
6, 20, 6, Fenthras
7, 20, 6, Fenthras
8, 20, 6, Fenthras
1, 20, 7, Sky Sentinel
2, 20, 7, Fenthras
3, 20, 7, Fenthras
4, 20, 7, Fenthras
5, 20, 7, Fenthras
6, 20, 7, Fenthras
7, 20, 7, Fenthras
8, 20, 7, Fenthras
1, 20, 8, Sky Sentinel
2, 20, 8, Fenthras
3, 20, 8, Fenthras
4, 20, 8, Fenthras
5, 20, 8, Fenthras
6, 20, 8, Fenthras
7, 20, 8, Fenthras
8, 20, 8, Fenthras
1, 20, 9, Sky Sentinel
2, 20, 9, Fenthras
3, 20, 9, Fenthras
4, 20, 9, Fenthras
5, 20, 9, Fenthras
6, 20, 9, Fenthras
7, 20, 9, Fenthras
8, 20, 9, Fenthras
1, 20, 10, Sky Sentinel
2, 20, 10, Sky Sentinel
3, 20, 10, Fenthras
4, 20, 10, Fenthras
5, 20, 10, Fenthras
6, 20, 10, Fenthras
7, 20, 10, Fenthras
8, 20, 10, Fenthras
1, 20, 11, Sky Sentinel
2, 20, 11, Sky Sentinel
3, 20, 11, Fenthras
4, 20, 11, Fenthras
5, 20, 11, Fenthras
6, 20, 11, Fenthras
7, 20, 11, Fenthras
8, 20, 11, Fenthras
1, 20, 12, Sky Sentinel
2, 20, 12, Sky Sentinel
3, 20, 12, Fenthras
4, 20, 12, Fenthras
5, 20, 12, Fenthras
6, 20, 12, Fenthras
7, 20, 12, Fenthras
8, 20, 12, Fenthras
1, 20, 13, Sky Sentinel
2, 20, 13, Sky Sentinel
3, 20, 13, Fenthras
